timestamp,sensor_id,value,unit
2025-06-09T21:42:46.516848,light_01,98.99,lx
2025-06-09T21:42:48.517820,temp_01,14.07,°C
2025-06-09T21:42:48.517820,hum_01,82.11,%
2025-06-09T21:42:48.517820,press_01,1002.71,hPa
2025-06-09T21:42:48.517820,light_01,0,lx
2025-06-09T21:42:50.518300,temp_01,14.24,°C
2025-06-09T21:42:50.518300,hum_01,81.67,%
2025-06-09T21:42:50.518300,press_01,980.35,hPa
2025-06-09T21:42:50.518300,light_01,0,lx
2025-06-09T21:42:52.519344,temp_01,14.72,°C
2025-06-09T21:42:52.519344,hum_01,64.32,%
2025-06-09T21:42:52.519344,press_01,1000.08,hPa
2025-06-09T21:42:52.519344,light_01,17.8,lx
2025-06-09T21:42:54.519833,temp_01,14.99,°C
2025-06-09T21:42:54.519833,hum_01,65.74,%
2025-06-09T21:42:54.519833,press_01,998.33,hPa
2025-06-09T21:42:54.519833,light_01,30.42,lx
2025-06-09T21:42:56.520191,temp_01,14.34,°C
2025-06-09T21:42:56.520191,hum_01,76.6,%
2025-06-09T21:42:56.520191,press_01,978.91,hPa
2025-06-09T21:42:56.520191,light_01,41.62,lx
2025-06-09T21:42:58.520986,temp_01,14.01,°C
2025-06-09T21:42:58.520986,hum_01,64.19,%
2025-06-09T21:42:58.520986,press_01,990.5,hPa
2025-06-09T21:42:58.520986,light_01,0,lx
2025-06-09T21:43:00.521341,temp_01,15.14,°C
2025-06-09T21:43:00.521341,hum_01,71.31,%
2025-06-09T21:43:00.521341,press_01,981.2,hPa
2025-06-09T21:43:00.521341,light_01,0,lx
2025-06-09T21:43:02.522005,temp_01,14.91,°C
2025-06-09T21:43:02.522005,hum_01,82.32,%
2025-06-09T21:43:02.522005,press_01,986.19,hPa
2025-06-09T21:43:02.522005,light_01,0,lx
2025-06-09T21:43:04.522377,temp_01,13.33,°C
2025-06-09T21:43:04.522377,hum_01,68.08,%
2025-06-09T21:43:04.522377,press_01,977.15,hPa
2025-06-09T21:43:04.522377,light_01,0,lx
